District_Name,SCHOOL,Gender,2011 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2012 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,%21-25 Points,2013 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2014 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points,2015 Total,%0-5 Points,%6-10 Points,%11-15 Points,%16-20 Points
KAMPALA,MAKERERE DAY &amp; EVENING ADULT SCHOOL,FEMALE,143,60.1,30.1,4.9,4.9,0,111,52.3,34.2,10.8,2.7,0,160,53.8,35,10,1.3,68,30.9,47.1,19.1,2.9,61,53.4,32.8,6.6,0
KAMPALA,,MALE,62,59.7,25.8,12.9,1.6,0,59,32.2,47.5,18.6,1.7,0,100,64,32,4,0,49,42.9,46.9,10.2,0,50,64.3,24,10,0
KAMPALA,MAKERERE HIGHWAY COLLEGE,FEMALE,44,54.5,31.8,11.4,2.3,0,38,50,31.6,15.8,2.6,0,80,72.5,17.5,10,0,21,42.9,57.1,0,0,12,83.8,8.3,0,0
KAMPALA,,MALE,70,52.9,37.1,8.6,1.4,0,45,55.6,35.6,6.7,2.2,0,96,72.9,22.9,4.2,0,38,52.6,44.7,2.6,0,28,51.1,32.1,7.1,0
KAMPALA,MAKERERE MODERN SECONDARY SCHOOL,FEMALE,57,36.8,36.8,24.6,1.8,0,46,37,47.8,15.2,0,0,138,36.2,47.8,14.5,1.4,43,27.9,53.5,16.3,2.3,32,25.3,56.3,15.6,0
KAMPALA,,MALE,79,40.5,32.9,17.7,8.9,0,92,27.2,38,26.1,7.6,1.1,102,45.1,45.1,9.8,0,52,30.8,42.3,26.9,0,55,40.8,47.3,7.3,0
KAMPALA,MAKINDYE PARENTS SECONDARY SCHOOL,FEMALE,4,75,25,0,0,0,16,50,50,0,0,0,10,100,0,0,0,9,22.2,77.8,0,0,5,20,80,0,0
KAMPALA,,MALE,19,89.5,10.5,0,0,0,22,54.5,27.3,18.2,0,0,30,60,40,0,0,3,100,0,0,0,6,66.7,33.3,0,0
KAMPALA,MAKINDYE SECONDARY SCHOOL,FEMALE,76,6.6,32.9,36.8,23.7,0,74,2.7,25.7,41.9,21.6,8.1,174,2.3,25.3,62.1,10.3,60,0,25,58.3,16.7,70,2.9,47.1,47.1,2.9
KAMPALA,,MALE,56,3.6,26.8,53.6,14.3,1.8,71,2.8,29.6,39.4,28.2,0,112,5.4,28.6,55.4,10.7,72,4.2,20.8,47.2,27.8,70,0,48.6,48.6,2.9
KAMPALA,"MALCOM X ACADEMY,KAMPALA",FEMALE,16,43.8,37.5,18.8,0,0,11,18.2,54.5,27.3,0,0,,0,0,0,0,,0,0,0,0,8,50,25,25,0
KAMPALA,,MALE,11,63.6,18.2,9.1,9.1,0,6,16.7,50,33.3,0,0,,0,0,0,0,,0,0,0,0,12,75,25,0,0
KAMPALA,"MAMTAZ SEC. SCHOOL,KAWEMPE",FEMALE,,0,0,0,0,0,21,33.3,42.9,19,4.8,0,28,35.7,50,14.3,0,23,52.2,34.8,13,0,9,56.8,22.2,11.1,0
KAMPALA,,MALE,,0,0,0,0,0,21,33.3,52.4,9.5,4.8,0,34,52.9,29.4,17.6,0,24,62.5,29.2,8.3,0,18,54.1,22.2,5.6,0
KAMPALA,"MANCHESTER HIGH SCHOOL,KAMPALA",FEMALE,17,29.4,23.5,41.2,5.9,0,19,0,68.4,21.1,10.5,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
KAMPALA,,MALE,28,28.6,46.4,17.9,7.1,0,17,17.6,41.2,23.5,17.6,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
KAMPALA,"MARANATHA HIGH SCHOOL,KAMPALA",FEMALE,13,15.4,61.5,7.7,15.4,0,19,26.3,36.8,36.8,0,0,24,41.7,33.3,25,0,21,42.9,28.6,19,9.5,25,24,60,16,0
KAMPALA,,MALE,16,18.8,31.3,37.5,12.5,0,13,23.1,38.5,23.1,15.4,0,38,63.2,26.3,10.5,0,13,30.8,38.5,30.8,0,23,26.1,56.5,17.4,0
KAMPALA,"MARGARET SECONDARY SCHOOL,KIKAAYA",FEMALE,15,6.7,46.7,46.7,0,0,19,15.8,31.6,36.8,15.8,0,50,28,52,16,4,14,21.4,28.6,50,0,14,50.9,42.9,0,0
KAMPALA,,MALE,7,0,57.1,14.3,28.6,0,24,0,33.3,41.7,25,0,28,14.3,42.9,42.9,0,14,14.3,57.1,28.6,0,12,25,58.3,16.7,0
KAMPALA,"MARIAM HIGH SCHOOL,KAMPALA",FEMALE,93,3.2,23.7,46.2,25.8,1.1,144,9,45.8,35.4,9.7,0,228,29.8,52.6,15.8,1.8,96,19.8,35.4,41.7,3.1,36,13.9,69.4,16.7,0
KAMPALA,"MBOGO COLLEGE SCHOOL,KAWEMPE",FEMALE,47,14.9,27.7,34,23.4,0,65,3.1,27.7,44.6,21.5,3.1,134,23.9,35.8,37.3,3,60,5,16.7,48.3,30,53,1.9,30.2,62.3,5.7
KAMPALA,,MALE,44,15.9,34.1,31.8,13.6,4.5,66,6.1,33.3,37.9,16.7,6.1,134,25.4,40.3,31.3,3,57,1.8,29.8,49.1,19.3,43,9.3,44.2,41.9,4.7
KAMPALA,MBUYA COLLEGE SCHOOL,FEMALE,22,13.6,40.9,40.9,4.5,0,32,15.6,46.9,25,9.4,3.1,90,28.9,37.8,26.7,6.7,38,10.5,39.5,39.5,10.5,29,52.7,27.6,10.3,3.4
KAMPALA,,MALE,28,10.7,25,53.6,10.7,0,35,14.3,48.6,25.7,11.4,0,128,45.3,34.4,15.6,4.7,42,16.7,45.2,28.6,9.5,38,31.9,44.7,18.4,2.6
KAMPALA,MENGO SECONDARY SCHOOL,FEMALE,187,1.1,7.5,31,48.1,12.3,161,0.6,7.5,26.7,49.1,16.1,298,3.4,20.1,52.3,24.2,148,0.7,21.6,48,29.7,169,4.1,29,49.1,17.8
KAMPALA,,MALE,293,0.3,6.5,24.6,48.1,20.5,319,0.6,6.3,28.5,41.7,22.9,648,3.1,21.6,40.7,34.6,349,4,16.6,43,36.4,317,7.4,35,44.2,12.6
KAMPALA,MENGO SECONDARY SCHOOL ANNEX,FEMALE,8,0,0,50,50,0,30,0,13.3,66.7,16.7,3.3,50,0,36,56,8,83,1.2,14.5,68.7,15.7,120,8.3,48.3,40.8,2.5
KAMPALA,,MALE,16,0,18.8,31.3,43.8,6.3,30,0,16.7,60,23.3,0,90,6.7,28.9,64.4,0,85,1.2,16.5,64.7,17.6,117,9.7,55.6,29.9,4.3
KAMPALA,MIDFIELD SECONDARY SCHOOL,FEMALE,37,32.4,43.2,24.3,0,0,5,0,20,80,0,0,50,20,44,36,0,26,11.5,50,38.5,0,34,29.4,47.1,23.5,0
KAMPALA,,MALE,29,13.8,65.5,17.2,3.4,0,19,21.1,31.6,26.3,21.1,0,64,31.3,34.4,34.4,0,32,25,43.8,28.1,3.1,48,26,52.1,18.8,0
KAMPALA,"MIDLAND HIGH SCHOOL,KAWEMPE",FEMALE,96,9.4,40.6,38.5,8.3,3.1,90,0,30,56.7,12.2,1.1,134,10.4,34.3,40.3,14.9,72,8.3,41.7,41.7,8.3,69,13,40.6,39.1,7.2
KAMPALA,,MALE,118,12.7,25.4,32.2,28,1.7,87,5.7,35.6,42.5,14.9,1.1,194,12.4,44.3,36.1,7.2,94,7.4,37.2,43.6,11.7,84,4.9,51.2,35.7,7.1
KAMPALA,"MIDLAND HIGH SCHOOL,LUWEERO",FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,11,27.3,54.5,18.2,0
KAMPALA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,31,35.5,51.6,12.9,0
KAMPALA,"MIREMBE COLLEGE SCHOOL,KATWE",FEMALE,21,28.6,47.6,23.8,0,0,21,42.9,38.1,19,0,0,46,52.2,43.5,4.3,0,21,52.4,42.9,4.8,0,20,70.8,25,0,0
KAMPALA,,MALE,17,29.4,58.8,11.8,0,0,32,37.5,43.8,12.5,6.3,0,38,63.2,36.8,0,0,28,42.9,50,7.1,0,29,53.8,37.9,0,0
KAMPALA,"MODEL HIGH SCHOOL,KAMPALA",FEMALE,24,37.5,45.8,16.7,0,0,24,37.5,37.5,25,0,0,58,41.4,44.8,13.8,0,23,43.5,34.8,21.7,0,18,11.1,72.2,16.7,0
KAMPALA,,MALE,33,42.4,30.3,18.2,6.1,3,31,32.3,38.7,25.8,3.2,0,62,51.6,35.5,12.9,0,23,39.1,34.8,26.1,0,25,48,32,20,0
KAMPALA,"MOLLY &amp; PAUL HIGH SCHOOL,KIBUYE",FEMALE,4,25,75,0,0,0,20,50,50,0,0,0,48,62.5,37.5,0,0,15,60,26.7,13.3,0,21,43.7,33.3,0,0
KAMPALA,,MALE,8,75,25,0,0,0,8,37.5,50,12.5,0,0,52,42.3,42.3,15.4,0,16,56.3,37.5,6.3,0,11,54.5,45.5,0,0
KAMPALA,MULAGO SECONDARY SCHOOL,FEMALE,19,21.1,42.1,21.1,15.8,0,30,10,40,33.3,16.7,0,58,51.7,41.4,6.9,0,28,17.9,46.4,32.1,3.6,12,17.3,50,25,0
KAMPALA,,MALE,27,18.5,37,29.6,14.8,0,35,8.6,37.1,40,11.4,2.9,54,40.7,25.9,33.3,0,14,21.4,50,28.6,0,11,18.2,18.2,63.6,0
KAMPALA,MUYENGA HIGH SCHOOL,FEMALE,32,21.9,21.9,34.4,21.9,0,29,6.9,10.3,41.4,37.9,3.4,50,12,28,52,8,17,5.9,58.8,23.5,11.8,28,10.7,60.7,25,3.6
KAMPALA,,MALE,33,18.2,27.3,30.3,21.2,3,17,0,11.8,35.3,41.2,11.8,32,0,37.5,43.8,18.8,22,9.1,27.3,59.1,4.5,19,15.8,36.8,36.8,10.5
KAMPALA,NABISUNSA GIRLS' SCHOOL,FEMALE,221,0.5,1.4,15.8,53.8,28.5,228,0,1.8,14.9,55.3,28.1,392,1.5,14.3,58.2,26,203,0.5,5.9,46.3,47.3,216,0.5,12.5,60.6,26.4
KAMPALA,NAJJA HIGH SCHOOL,FEMALE,38,39.5,44.7,13.2,2.6,0,46,28.3,43.5,28.3,0,0,92,71.7,21.7,6.5,0,30,30,60,10,0,27,38.8,44.4,3.7,0
KAMPALA,,MALE,52,21.2,44.2,25,9.6,0,38,15.8,47.4,23.7,13.2,0,78,53.8,41,5.1,0,38,52.6,39.5,7.9,0,27,29.6,51.9,18.5,0
KAMPALA,NAJJANANKUMBI YOUNG CHRISTIAN SCHOOL,FEMALE,71,18.3,35.2,29.6,15.5,1.4,37,24.3,45.9,24.3,5.4,0,130,58.5,32.3,7.7,1.5,45,37.8,35.6,22.2,4.4,32,35.6,46.9,6.3,0
KAMPALA,,MALE,57,22.8,31.6,31.6,12.3,1.8,52,23.1,38.5,30.8,7.7,0,106,45.3,39.6,15.1,0,42,35.7,40.5,19,4.8,37,48.3,35.1,0,0
KAMPALA,NAKASERO SECONDARY SCHOOL,FEMALE,66,27.3,31.8,28.8,10.6,1.5,63,22.2,44.4,19,12.7,1.6,116,53.4,27.6,17.2,1.7,41,19.5,48.8,26.8,4.9,38,21.1,60.5,18.4,0
KAMPALA,,MALE,104,20.2,35.6,25,15.4,3.8,96,34.4,32.3,18.8,11.5,3.1,168,40.5,40.5,13.1,6,55,20,45.5,27.3,7.3,48,12.5,54.2,29.2,4.2
KAMPALA,NAKINYUGUZI HIGH SCHOOL,FEMALE,13,46.2,30.8,23.1,0,0,12,8.3,75,16.7,0,0,26,23.1,61.5,15.4,0,15,0,53.3,40,6.7,12,33.3,58.3,8.3,0
KAMPALA,,MALE,13,46.2,53.8,0,0,0,6,0,33.3,50,16.7,0,24,25,58.3,16.7,0,11,9.1,45.5,45.5,0,7,14.3,71.4,14.3,0
KAMPALA,NAKULABYE HIGH SCHOOL,FEMALE,40,40,50,7.5,2.5,0,6,33.3,66.7,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
KAMPALA,,MALE,17,41.2,58.8,0,0,0,8,62.5,25,12.5,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
KAMPALA,NAMUNGOONA HIGH SCHOOL,FEMALE,39,33.3,38.5,20.5,7.7,0,43,34.9,44.2,18.6,2.3,0,94,25.5,48.9,21.3,4.3,32,31.3,31.3,31.3,6.3,33,21.6,36.4,24.2,15.2
KAMPALA,,MALE,43,18.6,48.8,27.9,4.7,0,45,35.6,42.2,15.6,4.4,2.2,82,26.8,43.9,26.8,2.4,42,38.1,31,26.2,4.8,23,26.5,56.5,8.7,4.3
KAMPALA,NAMUNGOONA PARENTS SECONDARY SCHOOL,FEMALE,56,8.9,37.5,25,25,3.6,106,13.2,39.6,34.9,10.4,1.9,226,20.4,42.5,29.2,8,105,15.2,42.9,33.3,8.6,95,27.4,38.9,31.6,2.1
KAMPALA,,MALE,70,22.9,32.9,21.4,18.6,4.3,104,13.5,36.5,31.7,14.4,3.8,234,18.8,43.6,29.1,8.5,120,16.7,37.5,31.7,14.2,91,12.4,54.9,29.7,1.1
KAMPALA,NAMUNGOONA SALAF SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,29,27.6,55.2,13.8,3.4,8,37.5,37.5,25,0
KAMPALA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,27,48.1,25.9,18.5,7.4,11,9.1,72.7,18.2,0
KAMPALA,NATETE MUSLIM HIGH SCHOOL,FEMALE,27,48.1,40.7,7.4,3.7,0,50,26,44,26,4,0,78,35.9,46.2,17.9,0,32,28.1,40.6,28.1,3.1,14,15.3,35.7,28.6,7.1
KAMPALA,,MALE,24,41.7,33.3,25,0,0,40,22.5,55,17.5,5,0,88,38.6,47.7,13.6,0,34,23.5,52.9,20.6,2.9,21,19,23.8,47.6,9.5
KAMPALA,NEW KABALE BUSEGA HIGH SCHOOL,FEMALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,6,83.3,16.7,0,0,19,23.8,47.4,26.3,0
KAMPALA,,MALE,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,4,50,50,0,0,15,25.3,53.3,20,0
KAMPALA,"NEW STYLES SECONDARY SCHOOL,BWAISE",FEMALE,28,42.9,42.9,14.3,0,0,20,30,55,5,5,5,38,63.2,36.8,0,0,19,68.4,31.6,0,0,20,45,45,10,0
KAMPALA,,MALE,53,60.4,30.2,7.5,1.9,0,24,54.2,25,12.5,8.3,0,28,28.6,64.3,7.1,0,14,50,35.7,14.3,0,22,51.4,22.7,18.2,0
KAMPALA,"NEWCASTLE HIGH SCHOOL,KANSANGA",FEMALE,26,11.5,46.2,30.8,7.7,3.8,44,18.2,50,29.5,2.3,0,78,25.6,43.6,17.9,12.8,36,27.8,44.4,25,2.8,,0,0,0,0
KAMPALA,,MALE,35,8.6,20,62.9,8.6,0,50,12,42,34,12,0,120,41.7,43.3,15,0,34,35.3,35.3,20.6,8.8,,0,0,0,0
KAMPALA,NSAMBYA HILLSIDE HIGH SCHOOL,FEMALE,29,3.4,0,27.6,58.6,10.3,28,3.6,3.6,35.7,39.3,17.9,80,2.5,5,55,37.5,45,2.2,17.8,55.6,24.4,71,31.9,53.5,8.5,0
KAMPALA,,MALE,42,0,7.1,19,57.1,16.7,48,4.2,4.2,39.6,35.4,16.7,80,10,10,47.5,32.5,35,5.7,20,62.9,11.4,125,32.7,48,16,0.8
KAMPALA,NSAMBYA SECONDARY SCHOOL,FEMALE,34,8.8,44.1,38.2,8.8,0,78,16.7,29.5,39.7,14.1,0,124,38.7,35.5,22.6,3.2,51,15.7,43.1,35.3,5.9,37,38.1,45.9,13.5,0
KAMPALA,,MALE,48,20.8,25,27.1,20.8,6.3,68,4.4,36.8,45.6,11.8,1.5,130,21.5,33.8,38.5,6.2,46,10.9,39.1,45.7,4.3,40,30.3,52.5,15,0
KAMPALA,NTINDA VIEW COLLEGE,FEMALE,53,9.4,47.2,28.3,15.1,0,79,15.2,46.8,34.2,3.8,0,106,35.8,37.7,26.4,0,46,15.2,58.7,21.7,4.3,38,38.4,42.1,5.3,2.6
KAMPALA,,MALE,104,12.5,39.4,37.5,8.7,1.9,104,12.5,46.2,31.7,8.7,1,244,25.4,52.5,20.5,1.6,89,27,47.2,24.7,1.1,59,49.2,44.1,5.1,1.7
KAMPALA,OLD KAMPALA HIGH SCHOOL,FEMALE,7,100,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
KAMPALA,,MALE,6,33.3,66.7,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
KAMPALA,OLD KAMPALA SECONDARY SCHOOL,FEMALE,169,8.3,39.1,36.1,16,0.6,169,4.1,38.5,37.3,17.2,3,222,17.1,53.2,25.2,4.5,132,9.8,45.5,35.6,9.1,151,39.8,43.7,12.6,0.7
KAMPALA,,MALE,330,9.4,37,37,14.8,1.8,330,7,39.4,36.7,14.8,2.1,450,17.8,45.3,31.6,5.3,236,16.5,44.1,28,11.4,256,39.5,41.4,12.5,2
KAMPALA,"OMEGA COLLEGE SCHOOL,KAMPALA",FEMALE,3,0,100,0,0,0,13,30.8,38.5,23.1,7.7,0,58,62.1,17.2,17.2,3.4,30,36.7,46.7,13.3,3.3,25,50.3,40,0,0
KAMPALA,,MALE,11,36.4,54.5,9.1,0,0,16,31.3,43.8,18.8,6.3,0,50,60,28,12,0,32,53.1,34.4,12.5,0,22,56.1,36.4,0,0
KAMPALA,"OXFORD HIGH SCHOOL,KAWEMPE", ,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,100,0,0
KAMPALA,,FEMALE,26,19.2,57.7,19.2,3.8,0,38,31.6,47.4,13.2,7.9,0,44,63.6,22.7,13.6,0,22,45.5,31.8,22.7,0,29,38.6,44.8,13.8,0
KAMPALA,,MALE,27,33.3,40.7,25.9,0,0,53,13.2,64.2,17,3.8,1.9,90,53.3,40,6.7,0,31,38.7,48.4,12.9,0,23,48.7,43.5,0,0
KAMPALA,"PAL AND LISA SECONDARY SCHOOL,KAMPALA",FEMALE,22,31.8,63.6,4.5,0,0,21,52.4,38.1,4.8,4.8,0,16,50,37.5,12.5,0,6,16.7,83.3,0,0,8,62.5,37.5,0,0
KAMPALA,,MALE,20,15,65,15,5,0,17,29.4,41.2,29.4,0,0,10,80,20,0,0,11,45.5,45.5,9.1,0,13,64.4,15.4,7.7,0
KAMPALA,"PEARL HIGH SCHOOL,MAKINDYE",FEMALE,48,45.8,35.4,12.5,6.3,0,61,34.4,52.5,9.8,3.3,0,64,65.6,28.1,6.3,0,37,40.5,43.2,13.5,2.7,27,53.1,37,0,0
KAMPALA,,MALE,47,42.6,44.7,8.5,4.3,0,49,26.5,55.1,18.4,0,0,74,40.5,45.9,13.5,0,31,32.3,38.7,25.8,3.2,36,41.8,30.6,8.3,2.8
KAMPALA,PIMBAS SECONDARY SCHOOL,FEMALE,35,42.9,45.7,8.6,2.9,0,19,36.8,42.1,15.8,5.3,0,32,37.5,56.3,6.3,0,31,35.5,41.9,19.4,3.2,10,40,10,50,0
KAMPALA,,MALE,45,40,31.1,24.4,4.4,0,33,30.3,48.5,15.2,6.1,0,60,53.3,20,26.7,0,20,35,40,25,0,18,33.9,44.4,11.1,5.6
KAMPALA,"PRAISE INTEG. H/S,MPERERWE",FEMALE,7,42.9,57.1,0,0,0,14,28.6,42.9,14.3,14.3,0,48,50,37.5,12.5,0,27,29.6,55.6,14.8,0,28,43.7,35.7,17.9,0
KAMPALA,,MALE,7,42.9,57.1,0,0,0,22,9.1,54.5,36.4,0,0,52,65.4,34.6,0,0,25,28,60,12,0,34,50.6,32.4,5.9,0
KAMPALA,"PREMIER HIGH SCHOOL,NTINDA",FEMALE,97,35.1,46.4,15.5,3.1,0,77,29.9,51.9,16.9,1.3,0,38,52.6,42.1,5.3,0,32,53.1,37.5,9.4,0,17,53.7,35.3,0,0
KAMPALA,,MALE,117,38.5,42.7,15.4,3.4,0,95,31.6,44.2,22.1,2.1,0,90,66.7,24.4,6.7,2.2,44,56.8,40.9,2.3,0,17,47.3,35.3,11.8,0
KAMPALA,"PRIDE ACADEMY,KAMPALA",FEMALE,34,47.1,47.1,2.9,2.9,0,22,59.1,31.8,9.1,0,0,54,74.1,25.9,0,0,15,53.3,33.3,13.3,0,22,50.7,31.8,13.6,0
KAMPALA,,MALE,45,46.7,35.6,17.8,0,0,33,51.5,42.4,6.1,0,0,126,71.4,20.6,7.9,0,33,54.5,36.4,9.1,0,52,51.7,36.5,3.8,0
KAMPALA,PRINCESS DIANA HIGH SCHOOL,FEMALE,13,0,7.7,61.5,23.1,7.7,14,14.3,35.7,50,0,0,48,16.7,54.2,25,4.2,16,31.3,43.8,18.8,6.3,22,54.5,36.4,9.1,0
KAMPALA,,MALE,10,0,10,50,40,0,10,0,80,20,0,0,50,40,48,12,0,2,50,0,50,0,3,1.3,66.7,0,0
KAMPALA,"PROGRESSIVE SECONDARY SCHOOL,KITINTALE",FEMALE,85,48.2,40,10.6,1.2,0,73,23.3,49.3,24.7,2.7,0,96,62.5,31.3,6.3,0,60,26.7,51.7,18.3,3.3,49,39.1,55.1,4.1,0
KAMPALA,,MALE,81,43.2,40.7,12.3,3.7,0,81,28.4,45.7,22.2,3.7,0,146,53.4,39.7,6.8,0,64,20.3,51.6,23.4,4.7,53,39.6,49.1,11.3,0
KAMPALA,"RISE AND SHINE HIGH SCHOOL,NTINDA",FEMALE,40,12.5,47.5,30,10,0,33,12.1,39.4,39.4,9.1,0,60,30,50,20,0,24,33.3,41.7,16.7,8.3,14,28.6,42.9,28.6,0
KAMPALA,,MALE,47,23.4,48.9,12.8,12.8,2.1,62,9.7,46.8,27.4,16.1,0,78,33.3,61.5,5.1,0,15,40,33.3,20,6.7,14,65.2,14.3,7.1,0
KAMPALA,"ROCK FOUNDATION SECONDARY SCHOOL,NSAMBYA",FEMALE,27,55.6,33.3,11.1,0,0,11,9.1,63.6,27.3,0,0,26,23.1,46.2,30.8,0,7,28.6,28.6,42.9,0,13,47.3,46.2,0,0
KAMPALA,,MALE,12,41.7,41.7,16.7,0,0,12,8.3,25,41.7,16.7,8.3,12,33.3,33.3,33.3,0,4,0,100,0,0,7,42.9,42.9,14.3,0
KAMPALA,"ROYAL COLLEGE,MAKINDYE",FEMALE,66,28.8,59.1,12.1,0,0,55,16.4,60,18.2,5.5,0,74,62.2,32.4,5.4,0,47,38.3,44.7,17,0,45,54.4,33.3,6.7,0
KAMPALA,,MALE,77,26,46.8,19.5,7.8,0,38,18.4,26.3,39.5,15.8,0,100,30,52,18,0,56,30.4,41.1,28.6,0,49,38.3,42.9,10.2,0
KAMPALA,"ROYAL COLLEGE,NAMUGONGO",FEMALE,45,11.1,35.6,51.1,2.2,0,35,2.9,48.6,42.9,5.7,0,94,29.8,53.2,17,0,35,20,48.6,28.6,2.9,65,18.5,52.3,27.7,1.5
KAMPALA,,MALE,33,9.1,18.2,45.5,21.2,6.1,37,13.5,35.1,45.9,5.4,0,90,13.3,64.4,22.2,0,33,21.2,51.5,27.3,0,56,16.1,55.4,26.8,1.8
KAMPALA,RUBAGA GIRLS' SECONDARY SCHOOL,FEMALE,107,0.9,14,35.5,45.8,3.7,125,0,4.8,35.2,46.4,13.6,316,7,36.7,48.1,8.2,113,6.2,29.2,48.7,15.9,142,12,54.2,32.4,1.4
KAMPALA,"SHARING YOUTH CENTRE,NSAMBYA",FEMALE,54,63,24.1,13,0,0,37,59.5,29.7,8.1,2.7,0,36,72.2,27.8,0,0,19,68.4,26.3,5.3,0,7,57.8,28.6,0,0
KAMPALA,,MALE,60,66.7,20,13.3,0,0,44,70.5,25,4.5,0,0,50,72,24,4,0,19,63.2,26.3,10.5,0,20,68.1,5,0,0
KAMPALA,"ST.ANDREW KAGGWA SS,KAWAALA",FEMALE,6,16.7,16.7,50,16.7,0,6,0,83.3,16.7,0,0,100,54,32,14,0,12,33.3,25,33.3,8.3,12,25.7,41.7,25,0
KAMPALA,,MALE,8,12.5,50,25,12.5,0,10,0,80,0,20,0,96,47.9,35.4,16.7,0,14,64.3,28.6,0,7.1,14,58.6,21.4,7.1,0
KAMPALA,"ST.CATHERINE'S COLLEGE,NAKINYUGUZI",FEMALE,42,2.4,35.7,42.9,19,0,37,5.4,29.7,45.9,18.9,0,56,17.9,67.9,10.7,3.6,36,16.7,41.7,38.9,2.8,22,23.2,50,22.7,0
KAMPALA,,MALE,33,6.1,33.3,42.4,18.2,0,32,6.3,34.4,46.9,6.3,6.3,64,31.3,34.4,28.1,6.3,36,11.1,47.2,41.7,0,19,21.1,68.4,10.5,0
KAMPALA,"ST.DENIS SEBUGWAWO SS,GGABA",FEMALE,23,34.8,34.8,26.1,4.3,0,18,33.3,27.8,33.3,5.6,0,34,11.8,52.9,35.3,0,20,35,40,20,5,27,19.3,59.3,18.5,0
KAMPALA,,MALE,24,62.5,16.7,16.7,4.2,0,26,7.7,30.8,53.8,7.7,0,46,56.5,39.1,4.3,0,26,15.4,46.2,34.6,3.8,29,34.5,48.3,17.2,0
KAMPALA,"ST.FRANCIS SECONDARY SCHOOL,KAWEMPE",FEMALE,76,63.2,28.9,7.9,0,0,71,52.1,38,9.9,0,0,106,67.9,28.3,3.8,0,56,50,37.5,12.5,0,35,55.2,28.6,8.6,0
KAMPALA,,MALE,119,55.5,33.6,9.2,1.7,0,93,47.3,37.6,14,1.1,0,158,72.2,24.1,3.8,0,67,62.7,28.4,9,0,42,43.5,42.9,7.1,0
KAMPALA,"ST.GEORGE HIGH SCHOOL,KABUSU",FEMALE,20,30,40,25,5,0,23,17.4,47.8,34.8,0,0,52,69.2,15.4,15.4,0,14,50,42.9,7.1,0,9,67.5,22.2,0,0
KAMPALA,,MALE,28,25,39.3,25,10.7,0,28,10.7,67.9,17.9,3.6,0,30,46.7,33.3,20,0,14,35.7,28.6,35.7,0,6,50,33.3,16.7,0
KAMPALA,"ST.JAMES BIINA HALL,LUZIRA",FEMALE,,0,0,0,0,0,8,0,50,37.5,12.5,0,24,50,25,25,0,12,0,50,41.7,8.3,18,27.8,72.2,0,0
KAMPALA,,MALE,,0,0,0,0,0,30,3.3,23.3,46.7,26.7,0,36,22.2,44.4,33.3,0,8,12.5,25,62.5,0,21,20.1,66.7,9.5,0
KAMPALA,"ST.JANAN LUWUMU SECONDARY SCHOOL,KAMPALA",FEMALE,28,21.4,53.6,25,0,0,70,17.1,44.3,25.7,12.9,0,124,37.1,48.4,14.5,0,57,10.5,28.1,52.6,8.8,50,16.6,52,24,4
KAMPALA,,MALE,48,25,56.3,14.6,4.2,0,63,11.1,41.3,39.7,7.9,0,160,25,45,28.8,1.3,52,13.5,46.2,32.7,7.7,61,15.8,54.1,24.6,0
KAMPALA,"ST.JOSEPH'S CENTENARY SS,NDEEBA",FEMALE,23,8.7,17.4,47.8,26.1,0,23,0,69.6,17.4,13,0,40,45,40,15,0,14,14.3,50,28.6,7.1,15,6.7,66.7,26.7,0
KAMPALA,,MALE,18,5.6,38.9,38.9,16.7,0,16,6.3,37.5,56.3,0,0,40,40,45,15,0,10,20,60,20,0,14,14.3,64.3,21.4,0
KAMPALA,"ST.JOSEPH'S GIRLS,NSAMBYA",FEMALE,106,0.9,2.8,34,50.9,11.3,97,2.1,6.2,32,44.3,15.5,200,0,6,52,42,88,1.1,3.4,50,45.5,119,4.2,32.8,51.3,11.8
KAMPALA,"ST.KIZITO SECONDARY SCHOOL,BUGOLOBI",FEMALE,46,2.2,37,34.8,26.1,0,62,3.2,19.4,50,27.4,0,116,15.5,41.4,41.4,1.7,61,13.1,50.8,31.1,4.9,66,9.1,68.2,21.2,1.5
